Name,Sex,Number of Beds,Purpose,Date,Time
Cygnet Hospital Blackheath,Male,4,Acute/PICU,2024-07-21,10:15:15
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-07-21,10:15:15
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-07-21,10:15:15
Cygnet Hospital Woking,Female,3,Acute/PICU,2024-07-21,10:15:15
Cygnet Hospital Sherwood,Male,3,Acute/PICU,2024-07-21,10:15:15
Cygnet Appletree,Female,3,Acute/PICU,2024-07-21,10:15:15
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-07-21,10:15:15
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-07-21,10:15:15
Cygnet Hospital Beckton,Female,2,Acute/PICU,2024-07-21,10:15:15
Cygnet Hospital Taunton,Male,2,Acute/PICU,2024-07-21,10:15:15
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-07-21,10:15:15
Cygnet Hospital Taunton,Female,2,Acute/PICU,2024-07-21,10:15:15
Cygnet Hospital Kewstoke,Male,2,Acute/PICU,2024-07-21,10:15:15
Cygnet Hospital Stevenage,Female,1,Acute/PICU,2024-07-21,10:15:15
Cygnet Hospital Hexham,Female,1,Acute/PICU,2024-07-21,10:15:15
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-07-21,10:15:15
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-07-21,10:15:15
Cygnet Storthfield House,Male,4,Rehab,2024-07-22,10:16:08
Cygnet Hospital Derby,Male,4,Rehab,2024-07-22,10:16:08
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-07-22,10:16:08
Cygnet St Augustine’s,Male,4,Rehab,2024-07-22,10:16:08
Cygnet Delfryn House,Male,4,Rehab,2024-07-22,10:16:08
Cygnet Lodge Kenton,Female,3,Rehab,2024-07-22,10:16:08
Cygnet Hospital Colchester,Male,3,Rehab,2024-07-22,10:16:08
Cygnet Fountains,Male,3,Rehab,2024-07-22,10:16:08
Cygnet Aspen House,Female,3,Rehab,2024-07-22,10:16:08
Cygnet Oaks,Male,2,Rehab,2024-07-22,10:16:08
Ty Alarch,Female,2,Rehab,2024-07-22,10:16:08
Gledholt Mews and Coach House,Male,2,Rehab,2024-07-22,10:16:08
Cygnet Hospital Maidstone,Male,2,Rehab,2024-07-22,10:16:08
1 Vincent Court,Male,2,Rehab,2024-07-22,10:16:08
15 The Sycamores,Male,2,Rehab,2024-07-22,10:16:08
Cygnet St Teilo House,Female,2,Rehab,2024-07-22,10:16:08
Cygnet Delfryn Lodge,Female,2,Rehab,2024-07-22,10:16:08
12 Woodcross Street,Male,1,Rehab,2024-07-22,10:16:08
20A and 20B Turls Hill Road,Male,1,Rehab,2024-07-22,10:16:08
Cygnet Lodge Woking,Male,1,Rehab,2024-07-22,10:16:08
Cygnet Hospital Beckton,Female,4,PDU,2024-07-22,10:16:08
Cygnet Maple House,Female,4,PDU,2024-07-22,10:16:08
Cygnet Hospital Maidstone,Female,2,PDU,2024-07-22,10:16:08
Gledholt Mews and Coach House,Male,2,PDU,2024-07-22,10:16:08
Cygnet Hospital Bury,Male,1,PDU,2024-07-22,10:16:08
Cygnet Hospital Clifton,Male,1,PDU,2024-07-22,10:16:08
Cygnet Hospital Bury,Male,1,PDU,2024-07-22,10:16:08
Cygnet Acer Clinic,Female,1,PDU,2024-07-22,10:16:08
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-07-22,10:16:08
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-07-22,10:16:08
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-07-22,10:16:08
Cygnet Hospital Blackheath,Male,4,Acute/PICU,2024-07-22,10:16:08
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-07-22,10:16:08
Cygnet Appletree,Female,3,Acute/PICU,2024-07-22,10:16:08
Cygnet Hospital Woking,Female,3,Acute/PICU,2024-07-22,10:16:08
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-07-22,10:16:08
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-07-22,10:16:08
Cygnet Hospital Kewstoke,Male,2,Acute/PICU,2024-07-22,10:16:08
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-07-22,10:16:08
Cygnet Hospital Taunton,Male,2,Acute/PICU,2024-07-22,10:16:08
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-07-22,10:16:08
Cygnet Hospital Beckton,Female,1,Acute/PICU,2024-07-22,10:16:08
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-07-22,10:16:08
Cygnet Hospital Hexham,Female,1,Acute/PICU,2024-07-22,10:16:08
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-07-22,10:16:08
Cygnet Hospital Stevenage,Female,1,Acute/PICU,2024-07-22,10:16:08
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-07-22,10:16:08
Cygnet Storthfield House,Male,4,Rehab,2024-07-23,10:15:29
Cygnet Hospital Derby,Male,4,Rehab,2024-07-23,10:15:29
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-07-23,10:15:29
Cygnet St Augustine’s,Male,4,Rehab,2024-07-23,10:15:29
Cygnet Delfryn House,Male,4,Rehab,2024-07-23,10:15:29
Cygnet Lodge Kenton,Female,3,Rehab,2024-07-23,10:15:29
Cygnet Hospital Colchester,Male,3,Rehab,2024-07-23,10:15:29
Cygnet Fountains,Male,3,Rehab,2024-07-23,10:15:29
Cygnet Aspen House,Female,3,Rehab,2024-07-23,10:15:29
Cygnet Oaks,Male,2,Rehab,2024-07-23,10:15:29
Ty Alarch,Female,2,Rehab,2024-07-23,10:15:29
Gledholt Mews and Coach House,Male,2,Rehab,2024-07-23,10:15:29
Cygnet Hospital Maidstone,Male,2,Rehab,2024-07-23,10:15:29
1 Vincent Court,Male,2,Rehab,2024-07-23,10:15:29
15 The Sycamores,Male,2,Rehab,2024-07-23,10:15:29
Cygnet St Teilo House,Female,2,Rehab,2024-07-23,10:15:29
Cygnet Delfryn Lodge,Female,2,Rehab,2024-07-23,10:15:29
12 Woodcross Street,Male,1,Rehab,2024-07-23,10:15:29
20A and 20B Turls Hill Road,Male,1,Rehab,2024-07-23,10:15:29
Cygnet Lodge Woking,Male,1,Rehab,2024-07-23,10:15:29
Cygnet Hospital Beckton,Female,4,PDU,2024-07-23,10:15:29
Cygnet Maple House,Female,4,PDU,2024-07-23,10:15:29
Cygnet Hospital Maidstone,Female,2,PDU,2024-07-23,10:15:29
Gledholt Mews and Coach House,Male,2,PDU,2024-07-23,10:15:29
Cygnet Hospital Bury,Male,1,PDU,2024-07-23,10:15:29
Cygnet Hospital Clifton,Male,1,PDU,2024-07-23,10:15:29
Cygnet Hospital Bury,Male,1,PDU,2024-07-23,10:15:29
Cygnet Acer Clinic,Female,1,PDU,2024-07-23,10:15:29
Cygnet Hospital Blackheath,Male,4,Acute/PICU,2024-07-23,10:15:29
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-07-23,10:15:29
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-07-23,10:15:29
Cygnet Hospital Woking,Female,3,Acute/PICU,2024-07-23,10:15:29
Cygnet Appletree,Female,3,Acute/PICU,2024-07-23,10:15:29
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-07-23,10:15:29
Cygnet Hospital Kewstoke,Female,3,Acute/PICU,2024-07-23,10:15:29
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-07-23,10:15:29
Cygnet Hospital Kewstoke,Male,2,Acute/PICU,2024-07-23,10:15:29
Cygnet Hospital Taunton,Male,2,Acute/PICU,2024-07-23,10:15:29
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-07-23,10:15:29
Cygnet Victoria House,Male,1,Acute/PICU,2024-07-23,10:15:29
Cygnet Appletree,Female,1,Acute/PICU,2024-07-23,10:15:29
Cygnet Hospital Colchester,Male,1,Acute/PICU,2024-07-23,10:15:29
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-07-23,10:15:29
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-07-23,10:15:29
Cygnet Hospital Stevenage,Male,1,Acute/PICU,2024-07-23,10:15:29
Cygnet Acer Clinic,Female,1,Acute/PICU,2024-07-23,10:15:29
Cygnet Hospital Harrogate,Male,1,Acute/PICU,2024-07-23,10:15:29
Cygnet Storthfield House,Male,4,Rehab,2024-07-24,10:17:49
Cygnet Hospital Derby,Male,4,Rehab,2024-07-24,10:17:49
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-07-24,10:17:49
Cygnet St Augustine’s,Male,4,Rehab,2024-07-24,10:17:49
Cygnet Delfryn House,Male,4,Rehab,2024-07-24,10:17:49
Cygnet Lodge Kenton,Female,3,Rehab,2024-07-24,10:17:49
Cygnet Hospital Colchester,Male,3,Rehab,2024-07-24,10:17:49
Cygnet Fountains,Male,3,Rehab,2024-07-24,10:17:49
Cygnet Aspen House,Female,3,Rehab,2024-07-24,10:17:49
Cygnet Oaks,Male,2,Rehab,2024-07-24,10:17:49
Ty Alarch,Female,2,Rehab,2024-07-24,10:17:49
Gledholt Mews and Coach House,Male,2,Rehab,2024-07-24,10:17:49
Cygnet Hospital Maidstone,Male,2,Rehab,2024-07-24,10:17:49
1 Vincent Court,Male,2,Rehab,2024-07-24,10:17:49
15 The Sycamores,Male,2,Rehab,2024-07-24,10:17:49
Cygnet St Teilo House,Female,2,Rehab,2024-07-24,10:17:49
Cygnet Delfryn Lodge,Female,2,Rehab,2024-07-24,10:17:49
12 Woodcross Street,Male,1,Rehab,2024-07-24,10:17:49
20A and 20B Turls Hill Road,Male,1,Rehab,2024-07-24,10:17:49
Cygnet Lodge Woking,Male,1,Rehab,2024-07-24,10:17:49
Cygnet Hospital Beckton,Female,4,PDU,2024-07-24,10:17:49
Cygnet Maple House,Female,4,PDU,2024-07-24,10:17:49
Cygnet Hospital Maidstone,Female,2,PDU,2024-07-24,10:17:49
Gledholt Mews and Coach House,Male,2,PDU,2024-07-24,10:17:49
Cygnet Hospital Bury,Male,1,PDU,2024-07-24,10:17:49
Cygnet Hospital Clifton,Male,1,PDU,2024-07-24,10:17:49
Cygnet Hospital Bury,Male,1,PDU,2024-07-24,10:17:49
Cygnet Acer Clinic,Female,1,PDU,2024-07-24,10:17:49
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-07-24,10:17:49
Cygnet Hospital Blackheath,Male,4,Acute/PICU,2024-07-24,10:17:49
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-07-24,10:17:49
Cygnet Hospital Kewstoke,Female,3,Acute/PICU,2024-07-24,10:17:49
Cygnet Appletree,Female,3,Acute/PICU,2024-07-24,10:17:49
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-07-24,10:17:49
Cygnet Hospital Woking,Female,3,Acute/PICU,2024-07-24,10:17:49
Cygnet Hospital Kewstoke,Male,2,Acute/PICU,2024-07-24,10:17:49
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-07-24,10:17:49
Cygnet Appletree,Female,2,Acute/PICU,2024-07-24,10:17:49
Cygnet Hospital Colchester,Male,2,Acute/PICU,2024-07-24,10:17:49
Cygnet Hospital Taunton,Male,2,Acute/PICU,2024-07-24,10:17:49
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-07-24,10:17:49
Cygnet Hospital Beckton,Female,1,Acute/PICU,2024-07-24,10:17:49
Cygnet Hospital Hexham,Female,1,Acute/PICU,2024-07-24,10:17:49
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-07-24,10:17:49
Cygnet Victoria House,Male,1,Acute/PICU,2024-07-24,10:17:49
Cygnet Hospital Maidstone,Male,1,Acute/PICU,2024-07-24,10:17:49
Cygnet Hospital Stevenage,Male,1,Acute/PICU,2024-07-24,10:17:49
Cygnet Hospital Stevenage,Female,1,Acute/PICU,2024-07-24,10:17:49
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-07-24,10:17:49
Cygnet Storthfield House,Male,4,Rehab,2024-07-25,10:16:22
Cygnet Hospital Derby,Male,4,Rehab,2024-07-25,10:16:22
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-07-25,10:16:22
Cygnet St Augustine’s,Male,4,Rehab,2024-07-25,10:16:22
Cygnet Delfryn House,Male,4,Rehab,2024-07-25,10:16:22
Cygnet Lodge Kenton,Female,3,Rehab,2024-07-25,10:16:22
Cygnet Hospital Colchester,Male,3,Rehab,2024-07-25,10:16:22
Cygnet Fountains,Male,3,Rehab,2024-07-25,10:16:22
Cygnet Aspen House,Female,3,Rehab,2024-07-25,10:16:22
Cygnet Oaks,Male,2,Rehab,2024-07-25,10:16:22
Ty Alarch,Female,2,Rehab,2024-07-25,10:16:22
Gledholt Mews and Coach House,Male,2,Rehab,2024-07-25,10:16:22
Cygnet Hospital Maidstone,Male,2,Rehab,2024-07-25,10:16:22
1 Vincent Court,Male,2,Rehab,2024-07-25,10:16:22
15 The Sycamores,Male,2,Rehab,2024-07-25,10:16:22
Cygnet St Teilo House,Female,2,Rehab,2024-07-25,10:16:22
Cygnet Delfryn Lodge,Female,2,Rehab,2024-07-25,10:16:22
12 Woodcross Street,Male,1,Rehab,2024-07-25,10:16:22
20A and 20B Turls Hill Road,Male,1,Rehab,2024-07-25,10:16:22
Cygnet Lodge Woking,Male,1,Rehab,2024-07-25,10:16:22
Cygnet Hospital Beckton,Female,4,PDU,2024-07-25,10:16:22
Cygnet Maple House,Female,4,PDU,2024-07-25,10:16:22
Cygnet Hospital Maidstone,Female,2,PDU,2024-07-25,10:16:22
Gledholt Mews and Coach House,Male,2,PDU,2024-07-25,10:16:22
Cygnet Hospital Bury,Male,1,PDU,2024-07-25,10:16:22
Cygnet Hospital Clifton,Male,1,PDU,2024-07-25,10:16:22
Cygnet Hospital Bury,Male,1,PDU,2024-07-25,10:16:22
Cygnet Acer Clinic,Female,1,PDU,2024-07-25,10:16:22
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-07-25,10:16:22
Cygnet Hospital Blackheath,Male,4,Acute/PICU,2024-07-25,10:16:22
Cygnet Appletree,Female,4,Acute/PICU,2024-07-25,10:16:22
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-07-25,10:16:22
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-07-25,10:16:22
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-07-25,10:16:22
Cygnet Hospital Hexham,Female,2,Acute/PICU,2024-07-25,10:16:22
Cygnet Hospital Kewstoke,Male,2,Acute/PICU,2024-07-25,10:16:22
Cygnet Hospital Kewstoke,Female,2,Acute/PICU,2024-07-25,10:16:22
Cygnet Appletree,Female,2,Acute/PICU,2024-07-25,10:16:22
Cygnet Hospital Taunton,Male,2,Acute/PICU,2024-07-25,10:16:22
Cygnet Victoria House,Male,2,Acute/PICU,2024-07-25,10:16:22
Cygnet Hospital Beckton,Female,1,Acute/PICU,2024-07-25,10:16:22
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-07-25,10:16:22
Cygnet Hospital Maidstone,Male,1,Acute/PICU,2024-07-25,10:16:22
Cygnet Hospital Stevenage,Male,1,Acute/PICU,2024-07-25,10:16:22
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-07-25,10:16:22
Cygnet Hospital Stevenage,Female,1,Acute/PICU,2024-07-25,10:16:22
Cygnet Hospital Woking,Female,1,Acute/PICU,2024-07-25,10:16:22
Cygnet Storthfield House,Male,4,Rehab,2024-07-26,10:16:07
Cygnet Hospital Derby,Male,4,Rehab,2024-07-26,10:16:07
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-07-26,10:16:07
Cygnet St Augustine’s,Male,4,Rehab,2024-07-26,10:16:07
Cygnet Delfryn House,Male,4,Rehab,2024-07-26,10:16:07
Cygnet Lodge Kenton,Female,3,Rehab,2024-07-26,10:16:07
Cygnet Hospital Colchester,Male,3,Rehab,2024-07-26,10:16:07
Cygnet Fountains,Male,3,Rehab,2024-07-26,10:16:07
Cygnet Aspen House,Female,3,Rehab,2024-07-26,10:16:07
Cygnet Oaks,Male,2,Rehab,2024-07-26,10:16:07
Ty Alarch,Female,2,Rehab,2024-07-26,10:16:07
Gledholt Mews and Coach House,Male,2,Rehab,2024-07-26,10:16:07
Cygnet Hospital Maidstone,Male,2,Rehab,2024-07-26,10:16:07
1 Vincent Court,Male,2,Rehab,2024-07-26,10:16:07
15 The Sycamores,Male,2,Rehab,2024-07-26,10:16:07
Cygnet St Teilo House,Female,2,Rehab,2024-07-26,10:16:07
Cygnet Delfryn Lodge,Female,2,Rehab,2024-07-26,10:16:07
12 Woodcross Street,Male,1,Rehab,2024-07-26,10:16:07
20A and 20B Turls Hill Road,Male,1,Rehab,2024-07-26,10:16:07
Cygnet Lodge Woking,Male,1,Rehab,2024-07-26,10:16:07
Cygnet Hospital Beckton,Female,4,PDU,2024-07-26,10:16:07
Cygnet Maple House,Female,4,PDU,2024-07-26,10:16:07
Cygnet Hospital Maidstone,Female,2,PDU,2024-07-26,10:16:07
Gledholt Mews and Coach House,Male,2,PDU,2024-07-26,10:16:07
Cygnet Hospital Bury,Male,1,PDU,2024-07-26,10:16:07
Cygnet Hospital Clifton,Male,1,PDU,2024-07-26,10:16:07
Cygnet Hospital Bury,Male,1,PDU,2024-07-26,10:16:07
Cygnet Acer Clinic,Female,1,PDU,2024-07-26,10:16:07
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-07-26,10:16:07
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-07-26,10:16:07
Cygnet Appletree,Female,4,Acute/PICU,2024-07-26,10:16:07
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-07-26,10:16:07
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-07-26,10:16:07
Cygnet Hospital Sherwood,Male,3,Acute/PICU,2024-07-26,10:16:07
Cygnet Hospital Blackheath,Male,3,Acute/PICU,2024-07-26,10:16:07
Cygnet Hospital Kewstoke,Male,2,Acute/PICU,2024-07-26,10:16:07
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-07-26,10:16:07
Cygnet Hospital Taunton,Female,2,Acute/PICU,2024-07-26,10:16:07
Cygnet Hospital Taunton,Male,2,Acute/PICU,2024-07-26,10:16:07
Cygnet Victoria House,Male,2,Acute/PICU,2024-07-26,10:16:07
Cygnet Hospital Woking,Female,2,Acute/PICU,2024-07-26,10:16:07
Cygnet Hospital Bierley,Male,1,Acute/PICU,2024-07-26,10:16:07
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-07-26,10:16:07
Cygnet Hospital Beckton,Female,1,Acute/PICU,2024-07-26,10:16:07
Cygnet Hospital Hexham,Female,1,Acute/PICU,2024-07-26,10:16:07
Cygnet Hospital Maidstone,Male,1,Acute/PICU,2024-07-26,10:16:07
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-07-26,10:16:07
Cygnet Storthfield House,Male,4,Rehab,2024-07-27,10:14:58
Cygnet Hospital Derby,Male,4,Rehab,2024-07-27,10:14:58
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-07-27,10:14:58
Cygnet St Augustine’s,Male,4,Rehab,2024-07-27,10:14:58
Cygnet Delfryn House,Male,4,Rehab,2024-07-27,10:14:58
Cygnet Lodge Kenton,Female,3,Rehab,2024-07-27,10:14:58
Cygnet Hospital Colchester,Male,3,Rehab,2024-07-27,10:14:58
Cygnet Fountains,Male,3,Rehab,2024-07-27,10:14:58
Cygnet Aspen House,Female,3,Rehab,2024-07-27,10:14:58
Cygnet Oaks,Male,2,Rehab,2024-07-27,10:14:58
Ty Alarch,Female,2,Rehab,2024-07-27,10:14:58
Gledholt Mews and Coach House,Male,2,Rehab,2024-07-27,10:14:58
Cygnet Hospital Maidstone,Male,2,Rehab,2024-07-27,10:14:58
1 Vincent Court,Male,2,Rehab,2024-07-27,10:14:58
15 The Sycamores,Male,2,Rehab,2024-07-27,10:14:58
Cygnet St Teilo House,Female,2,Rehab,2024-07-27,10:14:58
Cygnet Delfryn Lodge,Female,2,Rehab,2024-07-27,10:14:58
12 Woodcross Street,Male,1,Rehab,2024-07-27,10:14:58
20A and 20B Turls Hill Road,Male,1,Rehab,2024-07-27,10:14:58
Cygnet Lodge Woking,Male,1,Rehab,2024-07-27,10:14:58
Cygnet Hospital Beckton,Female,4,PDU,2024-07-27,10:14:58
Cygnet Maple House,Female,4,PDU,2024-07-27,10:14:58
Cygnet Hospital Maidstone,Female,2,PDU,2024-07-27,10:14:58
Gledholt Mews and Coach House,Male,2,PDU,2024-07-27,10:14:58
Cygnet Hospital Bury,Male,1,PDU,2024-07-27,10:14:58
Cygnet Hospital Clifton,Male,1,PDU,2024-07-27,10:14:58
Cygnet Acer Clinic,Female,1,PDU,2024-07-27,10:14:58
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-07-27,10:14:58
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-07-27,10:14:58
Cygnet Appletree,Female,4,Acute/PICU,2024-07-27,10:14:58
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-07-27,10:14:58
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-07-27,10:14:58
Cygnet Hospital Sherwood,Male,3,Acute/PICU,2024-07-27,10:14:58
Cygnet Hospital Blackheath,Male,3,Acute/PICU,2024-07-27,10:14:58
Cygnet Hospital Taunton,Female,3,Acute/PICU,2024-07-27,10:14:58
Cygnet Hospital Taunton,Male,3,Acute/PICU,2024-07-27,10:14:58
Cygnet Hospital Kewstoke,Male,2,Acute/PICU,2024-07-27,10:14:58
Cygnet Hospital Bury,Male,2,Acute/PICU,2024-07-27,10:14:58
Cygnet Victoria House,Male,2,Acute/PICU,2024-07-27,10:14:58
Cygnet Hospital Woking,Female,2,Acute/PICU,2024-07-27,10:14:58
Cygnet Hospital Bierley,Male,1,Acute/PICU,2024-07-27,10:14:58
Cygnet Hospital Beckton,Female,1,Acute/PICU,2024-07-27,10:14:58
Cygnet Victoria House,Male,1,Acute/PICU,2024-07-27,10:14:58
Cygnet Hospital Colchester,Male,1,Acute/PICU,2024-07-27,10:14:58
Cygnet Hospital Stevenage,Male,1,Acute/PICU,2024-07-27,10:14:58
Cygnet Storthfield House,Male,4,Rehab,2024-07-28,10:14:29
Cygnet Hospital Derby,Male,4,Rehab,2024-07-28,10:14:29
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-07-28,10:14:29
Cygnet St Augustine’s,Male,4,Rehab,2024-07-28,10:14:29
Cygnet Delfryn House,Male,4,Rehab,2024-07-28,10:14:29
Cygnet Lodge Kenton,Female,3,Rehab,2024-07-28,10:14:29
Cygnet Hospital Colchester,Male,3,Rehab,2024-07-28,10:14:29
Cygnet Fountains,Male,3,Rehab,2024-07-28,10:14:29
Cygnet Aspen House,Female,3,Rehab,2024-07-28,10:14:29
Cygnet Oaks,Male,2,Rehab,2024-07-28,10:14:29
Ty Alarch,Female,2,Rehab,2024-07-28,10:14:29
Gledholt Mews and Coach House,Male,2,Rehab,2024-07-28,10:14:29
Cygnet Hospital Maidstone,Male,2,Rehab,2024-07-28,10:14:29
1 Vincent Court,Male,2,Rehab,2024-07-28,10:14:29
15 The Sycamores,Male,2,Rehab,2024-07-28,10:14:29
Cygnet St Teilo House,Female,2,Rehab,2024-07-28,10:14:29
Cygnet Delfryn Lodge,Female,2,Rehab,2024-07-28,10:14:29
12 Woodcross Street,Male,1,Rehab,2024-07-28,10:14:29
20A and 20B Turls Hill Road,Male,1,Rehab,2024-07-28,10:14:29
Cygnet Lodge Woking,Male,1,Rehab,2024-07-28,10:14:29
Cygnet Hospital Beckton,Female,4,PDU,2024-07-28,10:14:29
Cygnet Maple House,Female,4,PDU,2024-07-28,10:14:29
Cygnet Hospital Maidstone,Female,2,PDU,2024-07-28,10:14:29
Gledholt Mews and Coach House,Male,2,PDU,2024-07-28,10:14:29
Cygnet Hospital Bury,Male,1,PDU,2024-07-28,10:14:29
Cygnet Hospital Clifton,Male,1,PDU,2024-07-28,10:14:29
Cygnet Acer Clinic,Female,1,PDU,2024-07-28,10:14:29
Cygnet Appletree,Female,4,Acute/PICU,2024-07-28,10:14:29
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-07-28,10:14:29
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-07-28,10:14:29
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-07-28,10:14:29
Cygnet Hospital Blackheath,Male,3,Acute/PICU,2024-07-28,10:14:29
Cygnet Hospital Bury,Male,2,Acute/PICU,2024-07-28,10:14:29
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-07-28,10:14:29
Cygnet Hospital Kewstoke,Male,2,Acute/PICU,2024-07-28,10:14:29
Cygnet Victoria House,Male,2,Acute/PICU,2024-07-28,10:14:29
Cygnet Hospital Taunton,Female,2,Acute/PICU,2024-07-28,10:14:29
Cygnet Hospital Woking,Female,1,Acute/PICU,2024-07-28,10:14:29
Cygnet Hospital Hexham,Female,1,Acute/PICU,2024-07-28,10:14:29
Cygnet Hospital Taunton,Male,1,Acute/PICU,2024-07-28,10:14:29
Cygnet Hospital Maidstone,Male,1,Acute/PICU,2024-07-28,10:14:29
Cygnet Storthfield House,Male,4,Rehab,2024-07-29,10:17:29
Cygnet Hospital Derby,Male,4,Rehab,2024-07-29,10:17:29
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-07-29,10:17:29
Cygnet St Augustine’s,Male,4,Rehab,2024-07-29,10:17:29
Cygnet Delfryn House,Male,4,Rehab,2024-07-29,10:17:29
Cygnet Lodge Kenton,Female,3,Rehab,2024-07-29,10:17:29
Cygnet Hospital Colchester,Male,3,Rehab,2024-07-29,10:17:29
Cygnet Fountains,Male,3,Rehab,2024-07-29,10:17:29
Cygnet Aspen House,Female,3,Rehab,2024-07-29,10:17:29
Cygnet Oaks,Male,2,Rehab,2024-07-29,10:17:29
Ty Alarch,Female,2,Rehab,2024-07-29,10:17:29
Gledholt Mews and Coach House,Male,2,Rehab,2024-07-29,10:17:29
Cygnet Hospital Maidstone,Male,2,Rehab,2024-07-29,10:17:29
1 Vincent Court,Male,2,Rehab,2024-07-29,10:17:29
15 The Sycamores,Male,2,Rehab,2024-07-29,10:17:29
Cygnet St Teilo House,Female,2,Rehab,2024-07-29,10:17:29
Cygnet Delfryn Lodge,Female,2,Rehab,2024-07-29,10:17:29
12 Woodcross Street,Male,1,Rehab,2024-07-29,10:17:29
20A and 20B Turls Hill Road,Male,1,Rehab,2024-07-29,10:17:29
Cygnet Lodge Woking,Male,1,Rehab,2024-07-29,10:17:29
Cygnet Hospital Beckton,Female,4,PDU,2024-07-29,10:17:29
Cygnet Maple House,Female,4,PDU,2024-07-29,10:17:29
Cygnet Hospital Maidstone,Female,2,PDU,2024-07-29,10:17:29
Gledholt Mews and Coach House,Male,2,PDU,2024-07-29,10:17:29
Cygnet Hospital Bury,Male,1,PDU,2024-07-29,10:17:29
Cygnet Hospital Clifton,Male,1,PDU,2024-07-29,10:17:29
Cygnet Acer Clinic,Female,1,PDU,2024-07-29,10:17:29
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-07-29,10:17:29
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-07-29,10:17:29
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-07-29,10:17:29
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-07-29,10:17:29
Cygnet Hospital Hexham,Female,2,Acute/PICU,2024-07-29,10:17:29
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-07-29,10:17:29
Cygnet Hospital Kewstoke,Male,2,Acute/PICU,2024-07-29,10:17:29
Cygnet Victoria House,Male,2,Acute/PICU,2024-07-29,10:17:29
