Name,Sex,Number of Beds,Purpose,Date,Time
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-12-20,10:17:41
Cygnet Victoria House,Male,4,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Harrow,Male,4,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Taunton,Female,4,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Kewstoke,Male,4,Acute/PICU,2024-12-20,10:17:41
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-20,10:17:41
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Bierley,Male,4,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Blackheath,Male,4,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Bierley,Female,4,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Woking,Female,3,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Hexham,Female,3,Acute/PICU,2024-12-20,10:17:41
Cygnet Appletree,Female,3,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Godden Green,Female,3,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Wyke,Male,3,Acute/PICU,2024-12-20,10:17:41
Cygnet Joyce Parker Hospital,Male,3,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Taunton,Male,2,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Wolverhampton,Male,2,Acute/PICU,2024-12-20,10:17:41
Cygnet Churchill,Male,2,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Beckton,Female,2,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Bury,Male,2,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Harrogate,Female,2,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Godden Green,Female,2,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Colchester,Male,1,Acute/PICU,2024-12-20,10:17:41
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-12-21,10:15:40
Cygnet Delfryn House,Male,4,Rehab,2024-12-21,10:15:40
Cygnet Delfryn Lodge,Female,4,Rehab,2024-12-21,10:15:40
1 Vincent Court,Male,4,Rehab,2024-12-21,10:15:40
Cygnet St Augustine’s,Male,4,Rehab,2024-12-21,10:15:40
Cygnet Hospital Derby,Male,3,Rehab,2024-12-21,10:15:40
Cygnet Lodge Salford,Female,2,Rehab,2024-12-21,10:15:40
15 The Sycamores,Male,2,Rehab,2024-12-21,10:15:40
20A and 20B Turls Hill Road,Male,2,Rehab,2024-12-21,10:15:40
12 Woodcross Street,Male,2,Rehab,2024-12-21,10:15:40
Cygnet Storthfield House,Male,2,Rehab,2024-12-21,10:15:40
Cygnet Raglan House,Female,2,Rehab,2024-12-21,10:15:40
Ty Alarch,Female,2,Rehab,2024-12-21,10:15:40
Cygnet Hospital Maidstone,Male,1,Rehab,2024-12-21,10:15:40
Cygnet Lodge Kenton,Female,1,Rehab,2024-12-21,10:15:40
Gledholt Mews and Coach House,Male,1,Rehab,2024-12-21,10:15:40
Cygnet Lodge Woking,Male,1,Rehab,2024-12-21,10:15:40
Cygnet Adarna House,Male,1,Rehab,2024-12-21,10:15:40
Cygnet Lodge Brighouse,Male,1,Rehab,2024-12-21,10:15:40
Cygnet Hospital Kewstoke,Female,4,PDU,2024-12-21,10:15:40
Cygnet Hospital Beckton,Female,3,PDU,2024-12-21,10:15:40
Cygnet Nield House,Female,2,PDU,2024-12-21,10:15:40
Cygnet Hospital Beckton,Female,1,PDU,2024-12-21,10:15:40
Cygnet Hospital Bury,Male,1,PDU,2024-12-21,10:15:40
Cygnet Hospital Maidstone,Female,1,PDU,2024-12-21,10:15:40
Gledholt Mews and Coach House,Male,1,PDU,2024-12-21,10:15:40
Cygnet Acer Clinic,Female,1,PDU,2024-12-21,10:15:40
Cygnet Hospital Woking,Female,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Kewstoke,Male,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Bierley,Female,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Oldbury,Female,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Hexham,Female,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Victoria House,Male,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Appletree,Female,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Churchill,Male,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Taunton,Male,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Harrow,Male,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Maidstone,Male,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Taunton,Female,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Blackheath,Male,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Sherwood,Male,3,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Harrogate,Male,3,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Wyke,Male,3,Acute/PICU,2024-12-21,10:15:40
Cygnet Appletree,Female,2,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Wolverhampton,Male,2,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Godden Green,Female,2,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Colchester,Male,2,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Harrogate,Female,2,Acute/PICU,2024-12-21,10:15:40
Cygnet Joyce Parker Hospital,Male,2,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Bierley,Male,2,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Oldbury,Female,1,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Taunton,Male,1,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Beckton,Female,1,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-12-21,10:15:40
Cygnet Acer Clinic,Female,1,Acute/PICU,2024-12-21,10:15:40
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-12-22,10:15:50
Cygnet Delfryn House,Male,4,Rehab,2024-12-22,10:15:50
Cygnet Delfryn Lodge,Female,4,Rehab,2024-12-22,10:15:50
1 Vincent Court,Male,4,Rehab,2024-12-22,10:15:50
Cygnet St Augustine’s,Male,4,Rehab,2024-12-22,10:15:50
Cygnet Hospital Derby,Male,3,Rehab,2024-12-22,10:15:50
Cygnet Lodge Salford,Female,2,Rehab,2024-12-22,10:15:50
15 The Sycamores,Male,2,Rehab,2024-12-22,10:15:50
20A and 20B Turls Hill Road,Male,2,Rehab,2024-12-22,10:15:50
12 Woodcross Street,Male,2,Rehab,2024-12-22,10:15:50
Cygnet Storthfield House,Male,2,Rehab,2024-12-22,10:15:50
Cygnet Raglan House,Female,2,Rehab,2024-12-22,10:15:50
Ty Alarch,Female,2,Rehab,2024-12-22,10:15:50
Cygnet Hospital Maidstone,Male,1,Rehab,2024-12-22,10:15:50
Cygnet Lodge Kenton,Female,1,Rehab,2024-12-22,10:15:50
Gledholt Mews and Coach House,Male,1,Rehab,2024-12-22,10:15:50
Cygnet Lodge Woking,Male,1,Rehab,2024-12-22,10:15:50
Cygnet Adarna House,Male,1,Rehab,2024-12-22,10:15:50
Cygnet Lodge Brighouse,Male,1,Rehab,2024-12-22,10:15:50
Cygnet Hospital Kewstoke,Female,4,PDU,2024-12-22,10:15:50
Cygnet Hospital Beckton,Female,3,PDU,2024-12-22,10:15:50
Cygnet Nield House,Female,2,PDU,2024-12-22,10:15:50
Cygnet Hospital Beckton,Female,1,PDU,2024-12-22,10:15:50
Cygnet Hospital Bury,Male,1,PDU,2024-12-22,10:15:50
Cygnet Hospital Maidstone,Female,1,PDU,2024-12-22,10:15:50
Gledholt Mews and Coach House,Male,1,PDU,2024-12-22,10:15:50
Cygnet Acer Clinic,Female,1,PDU,2024-12-22,10:15:50
Cygnet Hospital Taunton,Male,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Kewstoke,Male,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Bierley,Male,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Bierley,Female,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Hexham,Female,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Victoria House,Male,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Appletree,Female,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Oldbury,Female,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Churchill,Male,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Harrow,Male,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Maidstone,Male,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Woking,Female,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Blackheath,Male,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Taunton,Female,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Harrogate,Male,3,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Harrogate,Female,3,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Sherwood,Male,3,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Wyke,Male,3,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Wolverhampton,Male,2,Acute/PICU,2024-12-22,10:15:50
Cygnet Appletree,Female,2,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Godden Green,Female,2,Acute/PICU,2024-12-22,10:15:50
Cygnet Joyce Parker Hospital,Male,2,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Beckton,Female,1,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Taunton,Male,1,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Colchester,Male,1,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-12-22,10:15:50
Cygnet Acer Clinic,Female,1,Acute/PICU,2024-12-22,10:15:50
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-12-23,10:18:18
Cygnet Delfryn House,Male,4,Rehab,2024-12-23,10:18:18
Cygnet Delfryn Lodge,Female,4,Rehab,2024-12-23,10:18:18
1 Vincent Court,Male,4,Rehab,2024-12-23,10:18:18
Cygnet St Augustine’s,Male,4,Rehab,2024-12-23,10:18:18
Cygnet Hospital Derby,Male,3,Rehab,2024-12-23,10:18:18
Cygnet Lodge Salford,Female,2,Rehab,2024-12-23,10:18:18
15 The Sycamores,Male,2,Rehab,2024-12-23,10:18:18
20A and 20B Turls Hill Road,Male,2,Rehab,2024-12-23,10:18:18
12 Woodcross Street,Male,2,Rehab,2024-12-23,10:18:18
Cygnet Storthfield House,Male,2,Rehab,2024-12-23,10:18:18
Cygnet Raglan House,Female,2,Rehab,2024-12-23,10:18:18
Ty Alarch,Female,2,Rehab,2024-12-23,10:18:18
Cygnet Hospital Maidstone,Male,1,Rehab,2024-12-23,10:18:18
Cygnet Lodge Kenton,Female,1,Rehab,2024-12-23,10:18:18
Gledholt Mews and Coach House,Male,1,Rehab,2024-12-23,10:18:18
Cygnet Lodge Woking,Male,1,Rehab,2024-12-23,10:18:18
Cygnet Adarna House,Male,1,Rehab,2024-12-23,10:18:18
Cygnet Lodge Brighouse,Male,1,Rehab,2024-12-23,10:18:18
Cygnet Hospital Kewstoke,Female,4,PDU,2024-12-23,10:18:18
Cygnet Hospital Beckton,Female,3,PDU,2024-12-23,10:18:18
Cygnet Nield House,Female,2,PDU,2024-12-23,10:18:18
Cygnet Hospital Beckton,Female,1,PDU,2024-12-23,10:18:18
Cygnet Hospital Bury,Male,1,PDU,2024-12-23,10:18:18
Cygnet Hospital Maidstone,Female,1,PDU,2024-12-23,10:18:18
Gledholt Mews and Coach House,Male,1,PDU,2024-12-23,10:18:18
Cygnet Acer Clinic,Female,1,PDU,2024-12-23,10:18:18
Cygnet Hospital Taunton,Female,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Appletree,Female,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Victoria House,Male,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Churchill,Male,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Harrow,Male,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Hexham,Female,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Taunton,Male,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Maidstone,Male,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Oldbury,Female,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Bierley,Female,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Bierley,Male,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Kewstoke,Male,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Blackheath,Male,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Woking,Female,4,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Sherwood,Male,3,Acute/PICU,2024-12-23,10:18:18
Cygnet Churchill,Male,3,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Wyke,Male,3,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Harrogate,Male,3,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Harrogate,Female,3,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Bury,Male,3,Acute/PICU,2024-12-23,10:18:18
Cygnet Appletree,Female,2,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Wolverhampton,Male,2,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Godden Green,Female,2,Acute/PICU,2024-12-23,10:18:18
Cygnet Joyce Parker Hospital,Male,2,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Taunton,Male,1,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Beckton,Female,1,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Colchester,Male,1,Acute/PICU,2024-12-23,10:18:18
Cygnet Acer Clinic,Female,1,Acute/PICU,2024-12-23,10:18:18
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-12-24,10:17:18
Cygnet Delfryn House,Male,4,Rehab,2024-12-24,10:17:18
Cygnet Delfryn Lodge,Female,4,Rehab,2024-12-24,10:17:18
1 Vincent Court,Male,4,Rehab,2024-12-24,10:17:18
Cygnet St Augustine’s,Male,4,Rehab,2024-12-24,10:17:18
Cygnet Hospital Derby,Male,3,Rehab,2024-12-24,10:17:18
Cygnet Lodge Salford,Female,2,Rehab,2024-12-24,10:17:18
15 The Sycamores,Male,2,Rehab,2024-12-24,10:17:18
20A and 20B Turls Hill Road,Male,2,Rehab,2024-12-24,10:17:18
12 Woodcross Street,Male,2,Rehab,2024-12-24,10:17:18
Cygnet Storthfield House,Male,2,Rehab,2024-12-24,10:17:18
Cygnet Raglan House,Female,2,Rehab,2024-12-24,10:17:18
Ty Alarch,Female,2,Rehab,2024-12-24,10:17:18
Cygnet Hospital Maidstone,Male,1,Rehab,2024-12-24,10:17:18
Cygnet Lodge Kenton,Female,1,Rehab,2024-12-24,10:17:18
Gledholt Mews and Coach House,Male,1,Rehab,2024-12-24,10:17:18
Cygnet Lodge Woking,Male,1,Rehab,2024-12-24,10:17:18
Cygnet Adarna House,Male,1,Rehab,2024-12-24,10:17:18
Cygnet Lodge Brighouse,Male,1,Rehab,2024-12-24,10:17:18
Cygnet Hospital Kewstoke,Female,4,PDU,2024-12-24,10:17:18
Cygnet Hospital Beckton,Female,3,PDU,2024-12-24,10:17:18
Cygnet Nield House,Female,2,PDU,2024-12-24,10:17:18
Cygnet Hospital Beckton,Female,1,PDU,2024-12-24,10:17:18
Cygnet Hospital Bury,Male,1,PDU,2024-12-24,10:17:18
Cygnet Hospital Maidstone,Female,1,PDU,2024-12-24,10:17:18
Gledholt Mews and Coach House,Male,1,PDU,2024-12-24,10:17:18
Cygnet Acer Clinic,Female,1,PDU,2024-12-24,10:17:18
Cygnet Hospital Maidstone,Male,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Bierley,Female,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Bierley,Male,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Kewstoke,Male,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Hexham,Female,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Hexham,Female,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Victoria House,Male,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Appletree,Female,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Oldbury,Female,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Taunton,Male,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Churchill,Male,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Harrow,Male,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Woking,Female,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Taunton,Female,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Beckton,Female,3,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Blackheath,Male,3,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Harrogate,Female,3,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Harrogate,Male,3,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-12-24,10:17:18
Cygnet Churchill,Male,3,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Wyke,Male,3,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-12-24,10:17:18
Cygnet Joyce Parker Hospital,Male,2,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Beckton,Female,2,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Godden Green,Female,2,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-12-24,10:17:18
Cygnet Acer Clinic,Female,1,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-12-24,10:17:18
Cygnet Appletree,Female,1,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Taunton,Male,1,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Colchester,Male,1,Acute/PICU,2024-12-24,10:17:18
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-12-25,10:17:12
Cygnet Delfryn House,Male,4,Rehab,2024-12-25,10:17:12
Cygnet Delfryn Lodge,Female,4,Rehab,2024-12-25,10:17:12
1 Vincent Court,Male,4,Rehab,2024-12-25,10:17:12
Cygnet St Augustine’s,Male,4,Rehab,2024-12-25,10:17:12
Cygnet Hospital Derby,Male,3,Rehab,2024-12-25,10:17:12
Cygnet Lodge Salford,Female,2,Rehab,2024-12-25,10:17:12
15 The Sycamores,Male,2,Rehab,2024-12-25,10:17:12
20A and 20B Turls Hill Road,Male,2,Rehab,2024-12-25,10:17:12
12 Woodcross Street,Male,2,Rehab,2024-12-25,10:17:12
Cygnet Storthfield House,Male,2,Rehab,2024-12-25,10:17:12
Cygnet Raglan House,Female,2,Rehab,2024-12-25,10:17:12
Ty Alarch,Female,2,Rehab,2024-12-25,10:17:12
Cygnet Hospital Maidstone,Male,1,Rehab,2024-12-25,10:17:12
Cygnet Lodge Kenton,Female,1,Rehab,2024-12-25,10:17:12
Gledholt Mews and Coach House,Male,1,Rehab,2024-12-25,10:17:12
Cygnet Lodge Woking,Male,1,Rehab,2024-12-25,10:17:12
Cygnet Adarna House,Male,1,Rehab,2024-12-25,10:17:12
Cygnet Lodge Brighouse,Male,1,Rehab,2024-12-25,10:17:12
Cygnet Hospital Kewstoke,Female,4,PDU,2024-12-25,10:17:12
Cygnet Hospital Beckton,Female,3,PDU,2024-12-25,10:17:12
Cygnet Nield House,Female,2,PDU,2024-12-25,10:17:12
Cygnet Hospital Beckton,Female,1,PDU,2024-12-25,10:17:12
Cygnet Hospital Bury,Male,1,PDU,2024-12-25,10:17:12
Cygnet Hospital Maidstone,Female,1,PDU,2024-12-25,10:17:12
Gledholt Mews and Coach House,Male,1,PDU,2024-12-25,10:17:12
Cygnet Acer Clinic,Female,1,PDU,2024-12-25,10:17:12
Cygnet Hospital Maidstone,Male,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Bierley,Female,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Bierley,Male,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Kewstoke,Male,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Hexham,Female,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Hexham,Female,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Victoria House,Male,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Appletree,Female,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Oldbury,Female,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Taunton,Male,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Churchill,Male,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Harrow,Male,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Woking,Female,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Taunton,Female,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-12-25,10:17:12
Cygnet Churchill,Male,3,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Beckton,Female,3,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Wyke,Male,3,Acute/PICU,2024-12-25,10:17:12
